score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Associate Operator, Production API - Rotating shift schedule","AbbVie","","Tier 1 — Prior Client","",career_page,https://careers.abbvie.com/en/job/associate-operator-production-api-rotating-shift-schedule-in-wyandotte-mi-jid-26881,"",""
0,"","L&D Multimedia & AI Production, HR, AssociateLocation:Mumbai, MaharashtraTeam:Talent & Culture","BlackRock","","Tier 2 — Finance","",career_page,https://careers.blackrock.com/job/mumbai/l-and-d-multimedia-and-ai-production-hr-associate/45831/93755476656,"",""
0,"","Social Video Producer","Bloomberg","","Tier 2 — Finance","",career_page,https://bloomberg.avature.net/careers/JobDetail/Social-Video-Producer/18371,"",""
0,"","Technician, Audio (Per Diem)","Production Resource Group","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=dd4c05cd915948cb,"","2026-04-08"
0,"","AV Technician","INSPIRE","Chicago, Illinois","","$23 - $25 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=01f8ffcde8da9ffb,"","2026-04-07"
0,"","Chicago IL Freelance A/V Technician - 1099","Churchill Group","Chicago, Illinois","","$30 - $60 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=9d12fee0fff23ce1,"","2026-04-07"
0,"","Audio Engineer - Studio Technician (Part Time)","SAE Institute","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=37c3be34bb27e280,"","2026-04-06"
0,"","Event Production & A/V Assistant","Modi Brothers Entertainment LLC","Chicago, Illinois","","$200 - $250 (daily)",jobspy_indeed,https://www.indeed.com/viewjob?jk=4e9ed4c0f0022b98,"","2026-04-06"
0,"","Audiovisual Technician - Live Events","Ansera","Chicago, Illinois","","$60,000 - $75,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=fdd80c3a56222867,"","2026-04-06"
0,"","Tech & AV Support Technician","Shedd Aquarium","Chicago, Illinois","","$24 - $26 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=89d4b2033a88e03b,"","2026-04-03"
0,"","College Sports Systems Technician - Northwestern University","Hawk-Eye Innovations","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=d09246fa667084d8,"","2026-04-02"
0,"","Director, Engineering/IT","Marquee Sports Network","Chicago, Illinois","","$185,000 - $200,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=d8accae1d78bc63f,"","2026-04-02"
0,"","Tier 2 AV Field Technician - Chicago","EOS IT Solutions","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=cd1e2479c9b8e6c0,"","2026-04-02"
0,"","NewsNation - Audio Operator - Part-time","Nexstar Media Group, Inc.","New York, New York","","$60 - $65 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=4cf18ac490d85a6f,"","2026-04-08"
0,"","AV Technician","Wildfire Technology","New York, New York","","$20 - $32 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=e5813868eb1bbd76,"","2026-04-08"
0,"","Production Support Engineer","Versant","New York, New York","","$100,000 - $130,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=8e091073dcfb25b9,"","2026-04-08"
0,"","Senior Design Engineer - AV/ Workplace","Diversified","New York, New York","","$131,700 - $178,200 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=af0835547d25b60b,"","2026-04-07"
0,"","Audio Visual Associate (Part-Time)","The New-York Historical Society","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=0f0708be360df0e7,"","2026-04-07"
0,"","Broadcast Infrastructure Technician","SiriusXM","New York, New York","","$76,100 - $99,900 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=0e5b8a8b9bdcd396,"","2026-04-06"
0,"","Acoustic Engineer","GZA GeoEnvironmental","New York, New York","","$90,000 - $115,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=d7aa2fbf0b6b9b69,"","2026-04-06"
0,"","Radio Board Operator","Red Apple Group","New York, New York","","$26 - $30 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=0caad0783f2888a6,"","2026-04-06"
0,"","Broadcast Infrastructure Technician","adswizz","New York, New York","","$76,100 - $99,900 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=3d13fb5cff85551b,"","2026-04-06"
0,"","Senior Audio Video Technician","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=5547d67712604038,"","2026-04-05"
