score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Audio Visual Field Engineer","Baiken Media LLC","Boston, MA","","67K–115K a year",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=mEYZjF37r1v8F1KRAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xXEsQrCQAwAUFz7CQ6SWfROCi46taKCtKtrSdtwjZ5Jaa7Q3_CPxTe87LvK8mLuWeHJNmOEG1Ps4SqBhWiCPTy0BSOcugFU4K4aIq3PQ0qjnbw3iy5YwsSd6_TjVajVxb-0tX-NDTjRGDFRkx8PixslbDcl8psEauoZoaouwAKlWlLZQV38ABfjxI2UAAAA&shmds=v1_ATWGeePOoEt1BhkKHGyaEdrfnVkq_fylFK-cJCT2yQOcExhTDw&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=mEYZjF37r1v8F1KRAAAAAA%3D%3D,"",""
0,"","Freelance Audio Visual Technician","A-V Services Inc.","Boston, MA","","35–40 an hour",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=57YCgqWudPVRDuYAAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xXEsQrCMBAAUFz7CS7eLDYRQRCd6qAoOCldS3oeSSTelVwq_RQ_V3zDq76zanfKRMkxEjTjMwq0UUeX4EEYOGJ0DDVcpQcllzGAMJxFfKL5IZQy6N5a1WS8FlciGpS3FaZeJvuSXv91GlymIblC3Wa7nszAfrlo6hbulD8RSeHCaCAyHEWL8ApuzQ9MkUBamwAAAA&shmds=v1_ATWGeeM1zujayLOcX2RBcNlMhzK_WWFdsKHt5ZzcNm7Vvg9hQQ&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=57YCgqWudPVRDuYAAAAAAA%3D%3D,"","17 days ago"
0,"","(KVL - Boston/Cambridge) Audio Visual Technician (On-Call)","KVL Audio Visual Services","Cambridge, MA","","",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=yiDa24YraXkygcr9AAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_1WOuwrCMBRAce0nON2xFduI4KJT7SD4QETpWtL0kkbS3JKbSj_Oj9MugsvZDudE71l0i0_lGVLYEwdyopBd7U2jMYF8aAxBaXiQFh6oWmeUkQ7iq0sLaW3ytY5UA6P0qgVycCDSFue7NoSet0Iw20xzkMGoTFEnyGFNo3hSzRMqbqXH3sqA1XqzGrPe6cVi2vlL39G_jEIG4-C3t4RL_gEgyY9zvwAAAA&shmds=v1_ATWGeeMEvTN5b4ruTpAdBgoDMexIU2dE2y3x7WBpEVAZGmZPQQ&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=yiDa24YraXkygcr9AAAAAA%3D%3D,"",""
0,"","Freelance Audio-Visual Technician Job at A-V Services, Inc. in Boston","A-V Services, Inc.","Boston, MA","","",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=6sIGA7u4wvnujNjsAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_32NOwrCQBBAsfUIVlNLsiuCjVaxUBSslFRCmKxDdmWdCTsbyeW8m58D2Dx48OBNX5PpdZeIIrIjqIZbkLIOOmCECznPwQVkOEoLmKEqazhTegZHWsCBnYHAsBXNwlD-KiVMzsPH9yJdpNnG59zr2lrVaDrNmIMzTh5WmFoZ7V1a_aJRj4n6iJma5Woxmp67-d9jAafqDW6DcMjAAAAA&shmds=v1_ATWGeeO9TuLaRLh_4yDeTz7u8mKIv8yyQsVvuKfDLIjkqzJeOQ&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=6sIGA7u4wvnujNjsAAAAAA%3D%3D,"","2 days ago"
0,"","AUDIO VISUAL TECHNICIAN (ON CALL)","Eurest","Boston, MA","","40 an hour",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=mQfkU1lOLCavVKDtAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xXEsQrCMBAAUFw7OzndqKKNCILoFGvRSG2HWteShtBUYq70TuhP-M_iG170nUR7WZ1VAU9VVjKDR5pcc5UomcO8yCGRWbaANdywAbJ6MA4wwAWx9XZ2dMw9HYQg8nFLrLkzscG3wGAbHMULG_pXk9OD7b1mW293mzHuQ7ucpp_BEkMX4ITEGFZwlz9UypFrkAAAAA&shmds=v1_ATWGeeOROQ0PIpxobXZSrOnFfNA5doed27r-THXyyL76muvoUw&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=mQfkU1lOLCavVKDtAAAAAA%3D%3D,"","11 days ago"
0,"","AV Commissioning Specialist","TEKsystems","Boston, MA","","35–48 an hour",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=FAS7xKd-WVpkKPC0AAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xXEsQrCMBAAUFz7BeJ0s2gjBRedqoigOCmuJQ1HeiW5C70b6jf40-IbXvVdVE37hrPkTKokTBzhWTCQT6QGW7hJD4p-CgMIw1UkJlwdB7OiB-dUUx3VvFGog2QnjL3MbpRe_3U6-AlL8oZds9_NdeG4Xr4ud_2oYVYghpOoCW_g0f4Ayq050Y4AAAA&shmds=v1_ATWGeeP02UVxrv-uPhMb68eYETXKoArdojIRsrhj39mUBORrOA&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=FAS7xKd-WVpkKPC0AAAAAA%3D%3D,"","6 days ago"
0,"","On-Site Audio-Visual Service Technician - Boston, MA at Diversified Boston, MA","Diversified","Boston, MA","","",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=j_uqPDZbLzdd_Y9cAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_03NsQrCMBCAYVz7BjrdLKYRwUWniiAI4lBxLWl6NicxV3rX0rfz1cSty7_8w5d9FxnekylJEYqhITZPksFFKLEfySM80IdEnlwCAycW5bSBWwFO4Uwj9kIvwmZ-DFy5BkHX-wCc4MLcRlwdg2onB2tFYt6KOiWfe_5YTljzZN9cyz-VBNdjF51itdtvp7xL7Xo5tyjNuB9DaoqwwgAAAA&shmds=v1_ATWGeeOv3ulJVhdRYAHrZRMa-z_aZxYxGTSL_wx25NzN8ae5QA&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=j_uqPDZbLzdd_Y9cAAAAAA%3D%3D,"","24 days ago"
0,"","AV Technician, Investments Technology","Liberty Mutual","Boston, MA","","",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=lNoVUPwOf4j49ZnZAAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_yXOsQrCMBCAYVz7COJws2gjgou61EUUu4lrScKRRNK70rtK-yi-rYrLP3zTX7xnxbF6wB19pOSTpRVc6IWiLZLK3zlzmGANV3YgaHsfgQnOzCHj_BBVO9kbI5LLIGo1-dJza5jQ8Wie7OSXRqLtsctWsdnuNmPZUVgubslhrxPUgw42QyI4sSh_L-rqA6cNtU-cAAAA&shmds=v1_ATWGeeMWXx1I4flW26pxRrR9kmx1wwYPRA5DpwDvQWJ3UOoogQ&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=lNoVUPwOf4j49ZnZAAAAAA%3D%3D,"",""
0,"","AV Systems Integration Specialist","Fusco Personnel, Inc.","Boston, MA","","40–48 an hour",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=J6zrx4p6zMUfQBI5AAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xWNsQrCMBBAce0nOB24SU1EEESnOigKglBwLWk40kh6F3In6L_4sdblLY_Hq76zatc8oP2I4ihwIcVQnEYmaDP66FIUhRVcuQdBV_wAkzozh4Tzw6CaZW-tSDJBdOq88TxaJuz5bZ_cyx-dDK5gTk6x22zXb5MpLBenl3iGOxZhIkz1NPcGIsGRRZlquDU_RIP6bp8AAAA&shmds=v1_ATWGeeNfFtLLba5wbJt1owrjb462K0EK2u_btl5ANr9_gVkWVA&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=J6zrx4p6zMUfQBI5AAAAAA%3D%3D,"",""
0,"","AV Commissioning Specialist – (Greater Boston)","TEKsystems","Massachusetts","","93,892 a year",brightdata_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=09qgk4dgdzpVsMV0AAAAAA%3D%3D&hl=en-US&shem=rimspc&shndl=37&shmd=H4sIAAAAAAAA_xXMMQrCQBAFUGxzBG2mVMGsCDZaqUhAsVJsw2YZNivJTtg_Quy8g0fwZp5EbV75svcgKzZX2knbBiBIDNHTuWMXbBOg9Hm-aFwktsqJtgKVOKEZHaQisE2uJolUiPiGh-tatcPKGKDJPdRqcLmT1kjkSnpzkwp_StQ2cdf8znKxnPd5F_10dNkf8YByCwqRThawrr6DVfEFvR6oOaYAAAA&shmds=v1_ATWGeeMnicyaqhskEKlEpOiLT-KYbc6hSeP00KiyxHsEJCvPiA&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=audiovisual+technician+audiovisual+engineer+AV+systems+engineer+Boston&htidocid=09qgk4dgdzpVsMV0AAAAAA%3D%3D,"","8 days ago"
