score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Audio Engineer - Studio Technician (Part Time)","SAE Institute","Chicago, IL","","",serpapi_google_jobs,https://lensa.com/job-v1/sae-institute/chicago-il/audio-technician-part-time/69181d1b3327522a5ae42d3823790f27?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-06"
0,"","AV Technician","Inspire Event Technologies LLC","Chicago, IL","","23–25 an hour",serpapi_google_jobs,https://talents.vaia.com/companies/1872-consulting/av-technician-34148915/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-08"
0,"","Audiovisual Engineer (Open to All Dykema Locations)","Dykema","Chicago, IL","","110 a day",serpapi_google_jobs,https://chatgpt-jobs.com/job/technology-training-manager-open-to-all-dykema-locations-dykema-3284?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Engineer - Technical Services","WESCO","Glenview, IL","","",serpapi_google_jobs,https://lensa.com/job-v1/wesco/glenview-il/audio-visual-engineer/963605f80770471bf6d475e50dd565b7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Assistant Audio Engineer Internship","Stonecutter Recording Studios","Chicago, IL","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=ff9ec8663df35903&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-01"
0,"","AV Installation Technician - Chicago","Premiere Systems","Chicago, IL","","27–40 an hour",serpapi_google_jobs,https://www.whatjobs.com/jobs/entertainment-audio-technician-15-00-hr/chicago-illinois?id=2645298219&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audiovisual (AV) Technician - II","Avidex Industries LLC","Lake Forest, IL","","27–35 an hour",serpapi_google_jobs,https://www.whatjobs.com/jobs/audiovisual-av-technician-ii/lake-forest-illinois?id=2647167030&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-20"
0,"","Audio Visual Technician","Remote Audio/Video/Lighting","Plainfield, IL","","",serpapi_google_jobs,https://www.jobilize.com/job/us-il-plainfield-audio-visual-technician-remote-video-lighting-hiring?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Chicago IL Freelance A/V Technician","Blue Danube Productions","Chicago, IL","","",serpapi_google_jobs,https://www.whatjobs.com/jobs/chicago-il-freelance-a-v-technician/chicago-illinois?id=2593660398&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-30"
0,"","Event AV Technician: Create Seamless Experiences","Encore","Chicago, IL","","",serpapi_google_jobs,https://www.jobleads.com/us/job/event-av-technician-create-seamless-experiences--chicago--e992dd040e14f2fad40b7e658b09786d9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","Audio Engineer","Sofar Sounds","New York, NY","","",serpapi_google_jobs,https://www.entertainmentcareers.net/gramercy/audio-engineer/job/492277/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Visual AV Technician","Stern School of Business Information Technology","New York, NY","","",serpapi_google_jobs,https://www.wayup.com/i-Education-j-Audio-Visual-AV-Technician-Stern-School-of-Business-Information-Technology-110342304152003/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-10"
0,"","AV Technician/Preparator","New Museum of Contemporary Art","New York, NY","","",serpapi_google_jobs,https://lensa.com/job-v1/new-museum-of-contemporary-art/new-york-ny/av-technician/1f6d9e391f97bf811e302bfc4de3d2ff?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-17"
0,"","Audio Engineer","Ripe Studios, LLC","Paterson, NJ","","20 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=b0c467e7d4995bb4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-03"
0,"","Audio Engineer, MS NOW","Versant","New York, NY","","",serpapi_google_jobs,https://jobs.smartrecruiters.com/Versant3/744000119996284-audio-engineer-ms-now?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-10"
0,"","Assistant Audio Engineer","The New York Racing Association","Queens, NY","","58,115–72,738 a month",serpapi_google_jobs,https://bebee.com/us/jobs/assistant-audio-engineer-the-new-york-racing-association-jamaica-ny--theirstack-665789702?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-17"
0,"","Audio Specialist/AV Technician","Insmed Incorporated","Bridgewater, NJ","","",serpapi_google_jobs,https://careers.insmed.com/posting/audio-specialist-av-technician/R3370/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-01"
0,"","AV Technician: Flexible Hours for Live & Virtual Events","Columbia University","New York, NY","","",serpapi_google_jobs,https://talents.vaia.com/companies/columbia-university/east-new-york/av-technician-flexible-hours-for-live-virtual-events-69224388/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","Insight Global","New York, NY","","",serpapi_google_jobs,https://myjobsny.usnlx.com/harrison-ny/av-technician/8568CC1538FA42F4812E320BFF79188E/job/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-06"
0,"","Audio Engineer - Gramercy [New York]","Live Nation","New York, NY","","16.50–18.00 an hour",serpapi_google_jobs,https://www.showbizjobs.com/jobs/live-nation-audio-engineer-gramercy-in-new-york/jid-bxwvyk?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","L2 AV Engineer","TEKsystems","San Francisco, CA","","50–60 an hour",serpapi_google_jobs,https://careers.teksystems.com/us/en/job/JP-005958765/L2-AV-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","Freelance Audio Visual Technician","A-V Services, Inc","San Francisco, CA","","35–40 an hour",serpapi_google_jobs,https://talents.vaia.com/companies/a-v-services-inc/freelance-audio-visual-technician-29923582/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Visual (AV) Technician","EOS IT Solutions","San Francisco, CA","","",serpapi_google_jobs,https://www.whatjobs.com/jobs/audio-visual-av-technician/san-francisco-california?id=2626753178&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-10"
0,"","Luxury AV Lead Technician - Bay Area, CA","Topa Group, Inc.","San Francisco, CA","","",serpapi_google_jobs,https://bebee.com/us/jobs/luxury-av-lead-technician-bay-area-ca-topa-group-inc-san-francisco-california-united-states--appcast-10440_4355462359?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-21"
0,"","AV Technician San Jose, CA | WeInstall.IT | Handshake","WeInstall.IT","San Francisco, CA (+1 other)","","20–30 an hour",serpapi_google_jobs,https://app.joinhandshake.com/public/jobs/10908897?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-01"
0,"","AV Engineer","Infosys","South San Francisco, CA","","76,204–84,586 a year",serpapi_google_jobs,https://jobs.anitab.org/companies/infosys/jobs/75279940-av-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-20"
0,"","Low Voltage & Industrial & CCTV & AV Technician","Wachter, Inc.","San Francisco, CA","","60K–80K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/low-voltage-industrial-cctv-av-technician--san-francisco--e7519af9cc1488d74d5f01e6c5ddf838b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-17"
0,"","AV Technician","The Rockridge Group","South San Francisco, CA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Rockridge-Group/Job/AV-Technician/-in-South-San-Francisco,CA?jid=87465d3c19083bd9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Engineer","EOS","Menlo Park, CA","","100K–110K a year",serpapi_google_jobs,https://www.tealhq.com/job/av-engineer_7ea1aeac3a5f70bbf75b025f487c526fd9ccf?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-23"
0,"","Lead Audio Engineer (A1)","Mighty Media Studios","Bellevue, WA, United States","","US$110K–US$135K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/lead-audio-engineer-a1--bellevue--ec2d3e76dd2359f45c5d3f9540d10afa2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-02"
0,"","06 Lead AV Technician","Topa Group, Inc.","Bellevue, WA, United States","","US$90K–US$110K a year",serpapi_google_jobs,https://www.career.com/job/topa-group-inc/06-lead-av-technician/j202601240831236548519?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","Audio Engineer","Experis","Redmond, WA, United States","","US$50–US$60 an hour",serpapi_google_jobs,https://jobs.smartrecruiters.com/AditiStaffing1/110469150-audio-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-10"
0,"","Audio Engineer","Sirius XM Radio","Seattle, WA, United States","","US$47,349–US$91,880 a year",serpapi_google_jobs,https://www.jobzmall.com/sirius-xm-radio/job/audio-engineer-12?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician II","Astreya Partners, LLC","Bellevue, WA, United States","","",serpapi_google_jobs,https://astreya.wd5.myworkdayjobs.com/en-US/life-at-astreya-opportunities/job/AV-Technician-II_R0015237?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-07"
0,"","Audio Engineer III at Pinnacle Group Redmond, WA","Pinnacle Group","Redmond, WA, United States","","",serpapi_google_jobs,https://withtas.com/apply/job/audio-engineer-iii-at-pinnacle-group-redmond-wa-QlRHY2JnM1JFY0tEWWxRUlpkNkd5ZlNpN0E9PQ==?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-25"
0,"","Lead AV Technician (Level 3)","Phantom Sound & Video","Wilmington, DE, United States","","",serpapi_google_jobs,https://bebee.com/us/jobs/lead-av-installer-lead-technician-phantom-sound-and-video-wilmington-de--theirstack-667557163?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-20"
0,"","AV Technician","Midtown Video","Miami, FL, United States","","",serpapi_google_jobs,https://midtownvideo.com/career/av-technician/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Experienced Audio Visual (AV) Technician","Royal Productions","Tucson, AZ, United States","","",serpapi_google_jobs,https://bebee.com/us/jobs/experienced-audio-visual-av-technician-royal-productions-tucson-az--theirstack-667600928?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","AV Technician","TEKsystems","Boston, MA","","23–30 an hour",serpapi_google_jobs,https://careers.teksystems.com/us/en/job/JP-005973690/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-20"
0,"","AV Technician","TEKsystems","Massachusetts","","",serpapi_google_jobs,https://www.linkedin.com/jobs/view/av-technician-at-teksystems-4405216594?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","Entertainment Production Services/AV Technician (Part - Time)","Encore Boston Harbor","Everett, MA","","",serpapi_google_jobs,https://jobs.smartrecruiters.com/WynnResorts/744000115741917-entertainment-production-services-av-technician-part-time-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance AV Technician","Marcus Evans","Boston, MA","","",serpapi_google_jobs,https://talents.vaia.com/companies/marcus-evans-group/freelance-av-technician-34128634/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Engineer, Sound Innovation New","Real Chemistry","Boston, MA","","100K–115K a year",serpapi_google_jobs,https://bebee.com/us/jobs/audio-engineer-sound-innovation-new-real-chemistry-boston-ma--theirstack-664396483?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-15"
0,"","Low Voltage / Industrial / CCTV / AV Technician","Wachter, Inc.","Boston, MA","","20–38 an hour",serpapi_google_jobs,https://jobs.concordmonitor.com/job/2a257807-6a9f-4501-9b09-f10a97c3d40b/low-voltage-industrial-cctv-av-technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician - Freelance - Boston","Crunchy Tech","Boston, MA","","",serpapi_google_jobs,https://www.career.com/job/crunchy-tech/av-technician-freelance-boston/j202311210157076401427?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-02"
0,"","Onsite AV Engineer — White-glove Support & Setup Expert","AVI-SPL","Boston, MA","","",serpapi_google_jobs,https://www.jobleads.com/us/job/onsite-av-engineer-white-glove-support-setup-expert--boston--ed383a9c1c09f55f4dda06685f4e73339?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-11"
0,"","Lead AV Technician","ProSource","Malden, MA","","",serpapi_google_jobs,https://career.io/job/lead-av-technician-malden-kreative-av-d26655091ddaa82d381eedcce8c05721?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","Corporate AV Technician, Meetings & Events","Convene","Boston, MA","","",serpapi_google_jobs,https://swooped.co/job-postings/corporate-av-technician-meetings-events-boston-convene-aeb96?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audiovisual (AV) Technician","INA Display","Los Angeles, California","","$350 - $400 (daily)",jobspy_indeed,https://www.indeed.com/viewjob?jk=8db5d2bf6d14f5d3,"","2026-04-23"
0,"","Warehouse AV Technician","Pro Audio Video, Inc.","La Verne, CA","","18–22 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/virtual-training-technician-us-navy-la-verne-ca--jooble-7417165145735379407?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-09"
0,"","Junior AV Engineer","IGI","Los Alamitos, CA","","",serpapi_google_jobs,https://www.werigi.com/junior-av-engineer-los-alamitos-ca?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","Exante360","Torrance, CA","","",serpapi_google_jobs,https://avixa.careerwebsite.com/job/av-technician/83094334/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-30"
0,"","Low Voltage / Industrial / CCTV / AV Technician","Wachter, Inc.","Los Angeles, CA","","20–38 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/low-voltage-industrial-cctv-av-technician-wachter-inc-los-angeles-ca--theirstack-665319880?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-16"
