score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Audio Engineer - Studio Technician (Part Time)","SAE Institute","Chicago, IL","","",serpapi_google_jobs,https://lensa.com/job-v1/sae-institute/chicago-il/audio-technician-part-time/69181d1b3327522a5ae42d3823790f27?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Engineer","Theo Ubique Cabaret Theatre","Evanston, IL","","",serpapi_google_jobs,https://jobs.leagueofchicagotheatres.org/job/theo-ubique-cabaret-theatre-chicago-contract-audio-engineer-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-01"
0,"","Freelance AV Technician – Audio, Video & Lighting (Chicago Area)","MDM Entertainment","Chicago, IL","","20–26 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=7d192681e9ddc21b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Residential Install Tech - Chicago","Premiere Systems","Chicago, IL","","27–40 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=6273e50cc8bf483d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Engineer","Robert Half","Chicago, IL","","105K–115K a year",serpapi_google_jobs,https://bebee.com/us/jobs/av-engineer-robert-half-chicago-il--theirstack-680677190?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-08"
0,"","Assistant Audio Engineer","Broadcast Management Group, Inc.","Chicago, IL","","60K a year",serpapi_google_jobs,https://pitchmeai.com/jobs/broadcast-management-group-inc/assistant-audio-engineer-zkx9afv743?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-03"
0,"","Field AV Technician","The Majestic Photobooth Co.","Chicago, IL","","45K–60K a year",serpapi_google_jobs,https://talents.vaia.com/companies/the-majestic-photobooth-co/chicago/field-av-technician-event-booth-installations-support-91138159/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","Amplify People","Northbrook, IL","","",serpapi_google_jobs,https://amplifypeople.applytojob.com/apply/BKyMSRoDJh/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","TEKsystems","New York, NY","","30–35 an hour",serpapi_google_jobs,https://careers.teksystems.com/ca/fr/job/JP-006027437/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-13"
0,"","Audio Engineer/ AudioTech Assistant","Jambox Entertainment Studios","New York, NY","","",serpapi_google_jobs,https://www.entertainmentcareers.net/jambox-entertainment-studios/audio-engineer-audiotech-assistant/job/519709/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-02"
0,"","Hybrid AV Technician (Junior)","Skadden, Arps, Slate, Meagher & Flom LLP","New York, NY","","65K–75K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/hybrid-av-technician-junior--new-york--eac90dab477126f317c4ce967e2af4532?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-12"
0,"","AV / VC Technician","Sybex Support Services","New York, NY","","",serpapi_google_jobs,https://bebee.com/us/jobs/av-vc-technician-sybex-support-services-farmington--lensa-2365_c88ae96426fd0237d8440ba1cf4ec5e7ad7baf54fb84f0cde1880e21344b2026?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-11"
0,"","AV Technician Tier 2","EOS","New York, NY","","73K–76K a year",serpapi_google_jobs,https://www.tealhq.com/job/av-technician-tier-2_7ea1aeac5f8d1e3a18afc5232ab5ed6d838ca?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","AV Technician/Preparator","New Museum of Contemporary Art","New York, NY","","38 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/av-technician-preparator-new-museum-of-contemporary-art-new-york--fj-2139129630?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-04"
0,"","Corporate AV Technician, Meetings & Events","Convene","New York, NY","","70K–75K a year",serpapi_google_jobs,https://jobs.revolution.com/companies/convene/jobs/77516308-corporate-av-technician-meetings-events?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-05"
0,"","Now Hiring: Entry-Level AV Technician / Low Voltage Technician","Septem Technologies","Queens, NY","","3,467–4,333 a month",serpapi_google_jobs,https://bebee.com/us/jobs/now-hiring-entry-level-av-technician-low-voltage-technician-septem-technologies-astoria-ny--theirstack-682195117?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-05-12"
