score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","AV Technician Tier 2","EOS","New York, NY","","30–37 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/EOS/Job/AV-Technician-Tier-2/-in-New-York,NY?jid=676924ded0745711&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-26"
0,"","AV Technician Tier 2","EOS IT Solutions","New York, NY","","",serpapi_google_jobs,https://www.tealhq.com/job/av-technician-tier-2_7ea1ae3da7648cbc993fe47d97165f8e91a4d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-26"
0,"","Lead AV Technician","Mason Technologies","New York, NY","","35–45 an hour",serpapi_google_jobs,https://www.jobleads.com/us/job/lead-av-technician--new-york--e698b35888c95b5787bd0a76293b89a31?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-26"
0,"","Audio Visual AV Technician","Stern School of Business Information Technology","New York, NY","","",serpapi_google_jobs,https://www.wayup.com/i-Education-j-Audio-Visual-AV-Technician-Stern-School-of-Business-Information-Technology-110342304152003/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-10"
0,"","Audio Engineer","Sofar Sounds","New York, NY","","",serpapi_google_jobs,https://www.entertainmentcareers.net/gramercy/audio-engineer/job/492277/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","FOH Audio Engineer BRIC Celebrate Brooklyn! Festival","Bric Arts Media","Brooklyn, NY","","40 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/Bric-Arts-Media/Job/FOH-Audio-Engineer-BRIC-Celebrate-Brooklyn!-Festival/-in-New-York,NY?jid=16a5c15187e41564&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-26"
0,"","AV Technician","Tandym","New York, NY","","40–45 an hour",serpapi_google_jobs,https://applicant.mightyrecruiter.com/jobs/apply/av-technician-at-astreya-partners-in-new-york-ny-79f40fbb57263bee727a479c8bd469e4?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","Elevated Audio Video","East Quogue, NY","","",serpapi_google_jobs,https://www.linkedin.com/jobs/view/av-technician-at-elevated-audio-video-4382109434?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-06"
0,"","AV Technician, Meetings & Events","Convene","New York, NY","","70K–75K a year",serpapi_google_jobs,https://simplify.jobs/p/ab49941a-75f7-4c08-8971-b444cf7ba2b6/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Assistant Audio Engineer","New York Racing Association Careers","New York, NY (+2 others)","","",serpapi_google_jobs,https://careers.nyra.com/jobs/assistant-audio-engineer-aqueduct-ozone-park-new-york-united-states-belmont-park-elmont-saratoga-springs?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance AV Technician","Marcus Evans","Boston, MA, Estados Unidos","","",serpapi_google_jobs,https://www.google.com/search?ibp=htl;jobs&q=%22audio+engineer%22+OR+%22AV+engineer%22+OR+%22AV+technician%22&htidocid=Dkk0QhqB7_vGrRssAAAAAA%3D%3D&hl=es-419&shndl=37&shmd=H4sIAAAAAAAA_xXMMQ6CQBBA0dhyBKupCWGNiRZYYYJWdGpLhmUCa5YZZBbDdbyGrRcTmv-7F3020fEyEnlkS5A_4Ea2Y2cdcgb176uviRqEhoD6wZMAMVxFWk_bUxfCoJkxqj5tNWBwNrXSG2GqZTZPqXVNpR2ONHgMVO0PuzkduI3jEkc7KRRvZF3Rs2gQTqDMEygWrBGFO7tlfyuBh4KkAAAA&shmds=v1_ATWGeeOOSgXppgoJ-q9gjVQAI0NFJxiomaoE97hfPUyaIZFsyA&source=sh/x/job/li/m1/1#fpstate=tldetail&htivrt=jobs&htiq=%22audio+engineer%22+OR+%22AV+engineer%22+OR+%22AV+technician%22&htidocid=Dkk0QhqB7_vGrRssAAAAAA%3D%3D,"","hace 15 días"
