score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Audio Engineer - Studio Technician (Part Time)","SAE Institute","Chicago, IL","","",serpapi_google_jobs,https://lensa.com/job-v1/sae-institute/chicago-il/audio-technician-part-time/69181d1b3327522a5ae42d3823790f27?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-06"
0,"","AV Technician","Inspire Event Technologies LLC","Chicago, IL","","23–25 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/av-technician-inspire-chicago-il--theirstack-659615405?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-09"
0,"","Audiovisual Engineer (Open to All Dykema Locations)","Dykema","Chicago, IL","","110 a day",serpapi_google_jobs,https://www.theladders.com/job/audiovisual-engineer-open-to-all-dykema-locations-dykema-chicago-il_85683746?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Installation Technician - Chicago","Premiere Systems","Chicago, IL","","27–40 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/entertainment-audio-technician-1500-hr-six-flags-great-america-hurricane-harbor-chicago--lensa-19327_4fcf7e66b9be981ecae3c7017e87dcf79744b8c044cf4eb871c018a0e536dfcc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Engineer - Technical Services","WESCO","Glenview, IL","","",serpapi_google_jobs,https://lensa.com/job-v1/wesco/glenview-il/audio-visual-engineer/963605f80770471bf6d475e50dd565b7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Assistant Audio Engineer Internship","Stonecutter Recording Studios","Chicago, IL","","",serpapi_google_jobs,https://bebee.com/us/jobs/assistant-audio-engineer-internship-stonecutter-recording-studios-chicago-il--theirstack-655131319?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-01"
0,"","AV Technician","Amplify People","Northbrook, IL","","",serpapi_google_jobs,https://amplifypeople.applytojob.com/apply/BKyMSRoDJh/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Onsite AV Technician - Customer-Focused & Travel-Ready","AVI-SPL","Chicago, IL","","",serpapi_google_jobs,https://www.jobleads.com/us/job/onsite-av-technician-customer-focused-travel-ready--chicago--ead303b96fc78717ca6f9f77b83ec2263?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-26"
0,"","Corporate AV Technician, Meetings & Events","Convene","Chicago, IL","","",serpapi_google_jobs,https://career.io/job/technical-directorproduction-manager-business-meetings-live-chicago-kemper-associates-4313a91553c653a690523821a33dac4a?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","On‑Site Event AV Technician — Hospitality Tech","Encore","Chicago, IL","","",serpapi_google_jobs,https://www.jobleads.com/us/job/on-site-event-av-technician-hospitality-tech--chicago--e9400bf347e8c284a9294e75f137845bb?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-25"
0,"","Freelance Audio Visual Install Technician","Westwave AV","San Francisco, CA","","",serpapi_google_jobs,https://bebee.com/us/jobs/freelance-audio-visual-install-technician-westwave-av-san-francisco-ca--theirstack-673088999?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-28"
0,"","Audio Visual Engineer","Astreya","San Francisco, CA","","",serpapi_google_jobs,https://veterans.usnlx.com/san-francisco-ca/audio-visual-engineer/77BC767554C74EED823F13220F4F2C56/job/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","Audio Visual Specialist","Astreya","San Francisco, CA","","",serpapi_google_jobs,https://www.jobleads.com/us/job/audio-visual-specialist--san-francisco--e240ab6e3a46bcb58a036e2b4a86457a5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-07"
0,"","Audio Visual (AV) Technician","EOS IT Solutions","San Francisco, CA","","",serpapi_google_jobs,https://www.whatjobs.com/jobs/audio-visual-av-technician/san-francisco-california?id=2626753178&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-26"
0,"","Freelance Audio-Visual Technician","A-V Services, Inc.","San Francisco, CA","","",serpapi_google_jobs,https://bebee.com/us/jobs/nail-technician-blowology-dry-bar-san-francisco-ca--theirstack-666849337?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-16"
0,"","AV Technician","Astreya Partners, LLC","San Francisco, CA","","",serpapi_google_jobs,https://astreya.wd5.myworkdayjobs.com/life-at-astreya-opportunities/job/San-Francisco-CA/AV-Technician_R0015404?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","AV Technician","The Rockridge Group","South San Francisco, CA","","",serpapi_google_jobs,https://www.whatjobs.com/jobs/av-technician/south-san-francisco-california?id=2656279257&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Luxury Residential AV Technician - Premium Installations","Topa Group, Inc.","San Francisco, CA","","",serpapi_google_jobs,https://bebee.com/us/jobs/luxury-residential-av-technician-premium-installations-topa-group-inc-san-francisco--whatjobs-4881_3966154?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-24"
0,"","Luxury AV Lead Technician - Bay Area, CA","Topa Group, Inc.","San Francisco, CA","","",serpapi_google_jobs,https://bebee.com/us/jobs/luxury-av-lead-technician-bay-area-ca-topa-group-inc-san-francisco-california-united-states--appcast-10440_4355462359?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-26"
0,"","AV Technician San Jose, CA | WeInstall.IT | Handshake","WeInstall.IT","San Francisco, CA (+1 other)","","20–30 an hour",serpapi_google_jobs,https://app.joinhandshake.com/public/jobs/10908897?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-01"
0,"","AV Technician – On Call","Seattle Art Museum","Seattle, WA","","",serpapi_google_jobs,https://jobs.lever.co/seattleartmuseum/4ef509bd-ea2a-4c63-97b7-8b86b24e774e?utm_source=jobera.com&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Engineer - Zoom Room Deployment Specialist","EPAM Systems, Inc.","Seattle, WA","","45K–69K a year",serpapi_google_jobs,https://tallo.com/talent/job/design-and-media/audio-or-visual-technician/wa/seattle/av-engineer-zoom-room-deploy-bb69e4b4?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance A/V Technician - A1, TD, L1 - Seattle","Blue Danube Productions","Seattle, WA","","40–60 an hour",serpapi_google_jobs,https://bebee.com/us/jobs/seattle-wa-freelance-a-v-technician-blue-danube-productions-seattle--lensa-2365_6a49259f7047a93791ce0e963584b31f9fe4fdfda0e08f7fb5dbfab49b035ac4?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-07"
0,"","Lead Audio Visual Field Technician","EOS","Seattle, WA","","80K–110K a year",serpapi_google_jobs,https://jobs.ksnt.com/jobs/lead-audio-visual-field-technician-seattle-washington/2635422114-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","On-Site AV Technician | Install, Troubleshoot & Train","AVI-SPL","Seattle, WA","","",serpapi_google_jobs,https://www.whatjobs.com/jobs/on-site-av-technician-install/seattle-washington?id=2644360187&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","AV Technician II","Astreya Partners, LLC","Bellevue, WA","","",serpapi_google_jobs,https://astreya.wd5.myworkdayjobs.com/en-US/life-at-astreya-opportunities/job/AV-Technician-II_R0015237?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-07"
0,"","Lead Audio Engineer (A1)","Mighty Media Studios","Bellevue, WA","","110K–135K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/lead-audio-engineer-a1--bellevue--ec2d3e76dd2359f45c5d3f9540d10afa2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-02"
0,"","Remote Pro Tools Audio Engineer for AI Audio Projects","Alignerr","Seattle, WA","","60K–80K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/remote-pro-tools-audio-engineer-for-ai-audio-projects--seattle--ed8ff31f258201b5b62fe04b1b9a0eeda?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","06 Lead AV Technician","Topa Group, Inc.","Bellevue, WA","","90K–110K a year",serpapi_google_jobs,https://bebee.com/us/jobs/06-lead-av-technician-topa-group-inc-bellevue-wa--theirstack-666991947?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-19"
0,"","Audio Engineer - Pro Tools","Alignerr","Seattle, WA","","",serpapi_google_jobs,https://lensa.com/job-v1/alignerr/seattle-wa/audio-engineer/53f04054d22714b1e82141b58d398026?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-06"
0,"","AV Technician","TEKsystems","Cambridge, MA","","23–30 an hour",serpapi_google_jobs,https://careers.teksystems.com/us/en/job/JP-005973679/AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-25"
0,"","Video and Audio Engineer","EMD Millipore Corporation","Burlington, MA","","",serpapi_google_jobs,https://careers.merckgroup.com/global/en/job/298147/Video-and-Audio-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-24"
0,"","AV Technician","Jobs via Dice","Marlborough, MA","","",serpapi_google_jobs,https://www.jobleads.com/us/job/av-technician-at-ardern-hills-mn--marlborough--ec7a503c17751d481989c818f31f03c4b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-30"
0,"","Entertainment Production Services/AV Technician (Part - Time)","Wynn Resorts","Everett, MA","","",serpapi_google_jobs,https://jobs.smartrecruiters.com/WynnResorts/744000115741917-entertainment-production-services-av-technician-part-time-?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-14"
0,"","Audio Engineer/Audio Technician/Sound Engineer/Sound Technician","Trinity Baptist Church","Brockton, MA","","",serpapi_google_jobs,https://www.productionhub.com/job/64464/audio-engineeraudio-techniciansound-engineersound-technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-26"
0,"","Low Voltage / Industrial / CCTV / AV Technician","Wachter, Inc.","Boston, MA","","20–38 an hour",serpapi_google_jobs,https://jobs.concordmonitor.com/job/2a257807-6a9f-4501-9b09-f10a97c3d40b/low-voltage-industrial-cctv-av-technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance AV Technician","Marcus Evans","Boston, MA","","",serpapi_google_jobs,https://talents.vaia.com/companies/marcus-evans-group/freelance-av-technician-34128634/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Engineer, Sound Innovation","Real Chemistry","Boston, MA","","100K–115K a year",serpapi_google_jobs,https://www.theladders.com/job/audio-engineer-sound-innovation-realchemistry-boston-ma_86553425?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-15"
0,"","Audio Engineer Pro Tools","Alignerr","Boston, MA","","60K–80K a year",serpapi_google_jobs,https://www.jobleads.com/us/job/audio-engineer-pro-tools--boston--e6ac03cd83c558e6ef6121a82e6a05166?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-27"
0,"","AV Technician - Large-Scale Event Systems","Encore Boston Harbor","Everett, MA","","",serpapi_google_jobs,https://us.jobrapido.com/jobpreview/5271641594242531328?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-27"
0,"","Audiovisual (AV) Technician","INA Display","Norwalk, CA","","350–400 a day",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=8db5d2bf6d14f5d3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-22"
0,"","TV Production Audio Engineer (2026)","University of La Verne","La Verne, CA","","",serpapi_google_jobs,https://www.breakroom.cc/en-us/jobs/listing/36042975-university-of-la-verne-tv-production-audio-engineer-2026?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-28"
0,"","Junior AV Engineer","IGI","Los Alamitos, CA","","",serpapi_google_jobs,https://www.werigi.com/junior-av-engineer-los-alamitos-ca?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Engineer","Technical Multimedia Design, Inc. (TechMDinc)","Burbank, CA","","",serpapi_google_jobs,https://us.trabajo.org/job-2283-a4d2fe03d3fe699ec9c28fe3c9adfddb?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-25"
0,"","Audiovisual (AV) Technician","INA Display","Los Angeles County, CA","","7,583–8,667 a month",serpapi_google_jobs,https://bebee.com/us/jobs/audiovisual-av-technician-ina-display-norwalk-ca--theirstack-669337067?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-23"
0,"","Lead AV Technician","Gravity AV","Anaheim, CA","","25–30 an hour",serpapi_google_jobs,https://amplifypeople.applytojob.com/apply/u8fBfExYvK/Lead-AV-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-17"
0,"","AV Engineer- Operations","Netflix","Los Angeles, CA","","60K–90K a year",serpapi_google_jobs,https://www.jobzmall.com/netflix/job/av-engineer-operations?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Broadcast Audio Engineer","KTLA","Los Angeles, CA","","50.10 an hour",serpapi_google_jobs,https://www.entertainmentcareers.net/ktla/broadcast-audio-engineer/job/516566/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-26"
0,"","Low Voltage / Industrial / CCTV / AV Technician","Wachter, Inc.","Los Angeles, CA","","20–38 an hour",serpapi_google_jobs,https://www.breakroom.cc/en-us/jobs/listing/34762054-wachter-inc-low-voltage-industrial-cctv-av-technician-los?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-04-16"
0,"","AV Engineer","Biola University","La Mirada, CA","","58,992–100,664 a year",serpapi_google_jobs,https://www.jobzmall.com/biola-university/job/av-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
