score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Audio Video Technician","Berklee College of Music","Boston, MA","","",brightdata_google_jobs,https://hiring.cafe/jobs/audio-video-technician/locations/boston-massachusetts?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-06"
0,"","AUDIO VISUAL TECHNICIAN","Compass Group","Boston, MA","","40 an hour",brightdata_google_jobs,https://hiring.cafe/jobs/audio-visual-technician/locations/boston-massachusetts?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-13"
0,"","Audio Visual and Sound Technician - Roxbury Community College","Roxbury Community College","Boston, MA","","",brightdata_google_jobs,https://earnbetter.com/app/job/01JM0Q3HFM44ZZ5YZR38Q1MTB2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician - Freelance - Boston","Crunchy Tech","Boston, MA","","",brightdata_google_jobs,https://www.career.com/job/crunchy-tech/av-technician-freelance-boston/j202311210157076401427?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Senior Audio Visual (AV) Technician","EOS","Boston, MA","","",brightdata_google_jobs,https://www.tealhq.com/job/senior-audio-visual-av-technician_7ea1ac981b1ad98914224fdb440dd7b5a8caf?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance AV Technician","Marcus Evans","Boston, MA","","",brightdata_google_jobs,https://us.bebee.com/job/0eff28b99b641d84abe3d828f8fa90d5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AUDIO VISUAL TECHNICIAN (ON CALL)","Eurest","Boston, MA","","40 an hour",brightdata_google_jobs,https://jobs.concordmonitor.com/job/1b201ce0-d1e5-4aad-86a8-89750fa92a49/audio-visual-technician-on-call?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-25"
0,"","AV Field Technician","RoomReady","Boston, MA","","25–35 an hour",brightdata_google_jobs,https://us.bebee.com/job/a22cda2d5b9d93c4c6a15e91e737a67b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-04"
0,"","AV Technician, Investments Technology","Liberty Mutual","Boston, MA","","",brightdata_google_jobs,https://www.audjobs.net/jobs/av-technician-investments-technology-95428c06?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Low Voltage / Industrial / CCTV / AV Technician","Wachter, Inc.","Boston, MA","","",brightdata_google_jobs,https://jobs.lever.co/wachter/9a973957-c7e1-41b0-aeb0-9823b2038e8c?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Seattle WA Freelance A/V Technician","Blue Danube Productions","Seattle, WA","","30–60 an hour",brightdata_google_jobs,https://lensa.com/job-v1/blue-danube-productions/seattle-wa/av-technician-contractor/36155e0952faa51be857efb0554d49b1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-02"
0,"","AV Technician III","Allen Institute","Seattle, WA","","58,000–71,050 a year",brightdata_google_jobs,https://hiring.cafe/jobs/avionics-system-integrator-iii/locations/seattle-or-space-coast-or-denver?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-10"
0,"","Lead Audio Visual Field Technician","EOS","Seattle, WA","","80K–110K a year",brightdata_google_jobs,https://www.energyjobline.com/job/lead-audio-visual-field-technician-seattle-28840421?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-05"
0,"","Senior Audio Visual Technician","EOS IT Company","Seattle, WA","","",brightdata_google_jobs,https://jobs.ksnt.com/jobs/senior-audio-visual-technician-seattle-washington/2631672166-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-23"
0,"","Audio Visual Events Technician","TEKsystems","Bellevue, WA","","35–42 an hour",brightdata_google_jobs,https://careers.teksystems.com/us/en/job/JP-005858484/Audio-Visual-Events-Technician?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-25"
0,"","Audio Visual Field Service Technician","OfficePro","Seattle, WA","","45K–65K a year",brightdata_google_jobs,https://www.jobleads.com/us/job/audio-visual-field-service-technician-seattle-metro--seattle--ea26b92a6583d1104ece5a217e7959c0e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-27"
0,"","06 Lead AV Technician","Topa Group, Inc.","Bellevue, WA","","90K–110K a year",brightdata_google_jobs,https://us.bebee.com/job/308a2e5ad1dd96937b8603ec40368d0c?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-14"
0,"","Senior AV Service Technician","avisystems","Seattle, WA","","",brightdata_google_jobs,https://jobright.ai/jobs/info/698279e10a9e07331f8d8e86?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-03"
0,"","AV Programmer","Team LINX","Seattle, WA","","80K–120K a year",brightdata_google_jobs,https://www.jobtarget.com/jobs/jt-w878gkob0t/av-programmer-seattle-washington?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Senior AV Installation Tech Lead — On-Site","AVI-SPL","Seattle, WA","","80K–100K a year",brightdata_google_jobs,https://www.jobleads.com/us/job/senior-av-installation-tech-lead-on-site--seattle--e7a09db5888e91595e4cb2cfabd4902bc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-02"
0,"","IT Engineering - Audiovisual Broadcast Engineer","Anthropic","San Francisco, CA","","",brightdata_google_jobs,https://www.tealhq.com/job/audiovisual-broadcast-engineer_7ea1aef173eb460b1cbd8180ac6137557db65?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-19"
0,"","Regional Audio-Visual Service Technician/Engineer","Presentation Products Inc","San Francisco, CA","","40–50 an hour",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=b8c5cf94ce5b6512&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-06"
0,"","Audio Visual Field Service Engineer","W3Global Inc.","San Francisco, CA","","110K–120K a year",brightdata_google_jobs,https://jobright.ai/jobs/info/69a4f16c0da45516f16d8d21?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-05"
0,"","AUDIO VIDEO TECHNICIAN","AUDIOVISIONS","San Francisco, CA","","",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=d37a01ce63d62fe9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Video Engineer and Installer","Key Code Media, Inc.","San Francisco, CA","","25–50 an hour",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=6601e983476b50b2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
