score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","AV Service Technician/Engineer","Presentation Products Inc","Los Angeles, CA","","48–53 an hour",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=f9dfe0688f493b24&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician","Confidential","Los Angeles, CA","","32–40 an hour",brightdata_google_jobs,https://hiring.cafe/jobs/av-technician/locations/los-angeles-california?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audiovisual Technicians","Academy Of Motion Picture Arts and Sciences","Los Angeles, CA","","54,080 a year",brightdata_google_jobs,https://tallo.com/talent/job/design-and-media/audio-or-visual-technician/ca/los-angeles/on-call-events-av-technician-261881f6?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-18"
0,"","Expression of Interest: Temp AV Technician","Sphere Entertainment Co.","Burbank, CA","","55–63 an hour",brightdata_google_jobs,https://www.tealhq.com/job/temp-av-technician_7ea1a265f7b929c1e320c5158d1c7b13197ff?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-12"
0,"","Audio Visual Technician","Steris Corporation","Bellflower, CA","","",brightdata_google_jobs,https://careers.steris.com/job/Bellflower-Audio-Visual-Technician-CA-90707/1369218500/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-01"
0,"","Sound Technician","Second Song","Los Angeles, CA","","",brightdata_google_jobs,https://www.simplyhired.com/job/QYLVlvOdPLrUwlBfzcs0rEZ8sfs4Df6pIClNv1Gb7asJa1tcjjufPg?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Field Service Engineer — Install, Troubleshoot & Train Clients","AVI-SPL, Inc.","Los Angeles, CA","","60K–80K a year",brightdata_google_jobs,https://www.jobleads.com/us/job/av-field-service-engineer-install-troubleshoot-train-clients--los-angeles--ed8e4aff176046cc22af0561507e41c05?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-02"
0,"","Audio-Visual Technician II","University of Southern California","East Los Angeles, CA","","",brightdata_google_jobs,https://talents.vaia.com/companies/university-of-southern-california/audio-visual-technician-ii-28001186/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Event Technology Specialist","Piddle Pops","Los Angeles, CA","","",brightdata_google_jobs,https://us.bebee.com/job/427f49543c4a32a3e35490234eb52b4f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-09"
0,"","Audio-Visual Technician (Part Time)","Natural History Museum of Los Angeles","Los Angeles, CA","","23.32 an hour",brightdata_google_jobs,https://bandana.com/jobs/3ae5cbc2-36a8-4e83-80f4-de8119e769be?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Visual Technician","ACE Chicago Events","Chicago, IL","","",brightdata_google_jobs,https://us.bebee.com/job/9827e01ce3e379588d776ef7862655c0?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-10"
0,"","Freelance AV Technician – Audio, Video & Lighting (Chicago Area)","MDM Entertainment","Chicago, IL","","20–26 an hour",brightdata_google_jobs,https://hiring.cafe/viewjob/ny5zbjou9oqney5x?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audiovisual Technician at The Comedy Bar","The Comedy Bar","Chicago, IL","","",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=3efecdc097cca6d9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-18"
0,"","Technician, Audio Visual Support","Sralab","Chicago, IL","","",brightdata_google_jobs,https://www.tealhq.com/job/technician-audio-visual-support_7ea1acd4dd20fd71f2b7b8186a1f47268e6be?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audiovisual Engineer (Open to All Dykema Locations)","Dykema","Chicago, IL","","110 a day",brightdata_google_jobs,https://www.theladders.com/job/audiovisual-engineer-open-to-all-dykema-locations-dykema-chicago-il_85683746?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-11"
0,"","Audio-Visual Technician","AT&T","Chicago, IL","","",brightdata_google_jobs,https://rolesyard.swifthirehub.com/jobpage/c65hd4f3phif-3b307db4dd4cf4b34ba28-30c1a-c59b2b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-03-06"
0,"","Audio Visual Sales Support Engineer","EOS","Chicago, IL","","85K–105K a year",brightdata_google_jobs,https://simplify.jobs/p/91eec03f-58ea-432d-acfb-55231f31ed9c/Audio-Visual-Sales-Support-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-11"
0,"","A/V Technician","Indotronix International Corporation","Chicago, IL","","25 an hour",brightdata_google_jobs,https://www.ziprecruiter.com/c/Indotronix-International-Corporation/Job/A-V-Technician/-in-Chicago,IL?jid=780bf3bfb9f52ffd&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Audio Visual Technician","Remote Audio/Video/Lighting","Plainfield, IL","","",brightdata_google_jobs,https://us.bebee.com/job/c7f7880afab5f391400f4b79291552dd?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
