score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Freelance Audio Visual Technician","A-V Services Inc.","Boston, MA","","35–40 an hour",brightdata_google_jobs,https://us.bebee.com/job/dbe834a2026e2d7284304b9a300c7d9a?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-03"
0,"","Audio Visual Field Engineer","Baiken Media LLC","Boston, MA","","67K–115K a year",brightdata_google_jobs,https://www.indeed.com/viewjob?jk=7593890144c7cee2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance Audio-Visual Technician Job at A-V Services, Inc. in Boston","A-V Services, Inc.","Boston, MA","","",brightdata_google_jobs,https://us.expertini.com/job/freelance-audio-visual-technician-job-at-a-v-services-inc-in-boston-boston-a-v-services-inc-a9fce14a40fa/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-17"
0,"","Audio Video Technician","Berklee College of Music","Boston, MA","","21 an hour",brightdata_google_jobs,https://us.bebee.com/job/af7210d32b34d621fc714ed21f852962?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-05"
0,"","audio visual technician","HiringCafe","Boston, MA","","",brightdata_google_jobs,https://hiring.cafe/jobs/audio-visual-technician/locations/boston-massachusetts?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AV Technician - Freelance - Boston","Crunchy Tech","Boston, MA","","",brightdata_google_jobs,https://www.career.com/job/crunchy-tech/av-technician-freelance-boston/j202311210157076401427?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","AUDIO VISUAL TECHNICIAN (ON CALL)","Eurest","Boston, MA","","40 an hour",brightdata_google_jobs,https://www.jobs2careers.com/r/job/34950121643?c1=108&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-09"
0,"","Low Voltage / Industrial / CCTV / AV Technician - Full-time","Wachter","Boston, MA","","20 an hour",brightdata_google_jobs,https://www.snagajob.com/jobs/1202372679?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Freelance AV Technician","Marcus Evans","Boston, MA","","",brightdata_google_jobs,https://talents.vaia.com/companies/marcus-evans-group/freelance-av-technician-34128634/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-01-29"
0,"","Seattle WA Freelance A/V Technician","Blue Danube Productions","Seattle, WA","","30–60 an hour",brightdata_google_jobs,https://lensa.com/job-v1/blue-danube-productions/seattle-wa/av-technician-contractor/36155e0952faa51be857efb0554d49b1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-20"
0,"","AV Technician III","Allen Institute","Seattle, WA","","58,000–71,050 a year",brightdata_google_jobs,https://jobs.localjobnetwork.com/job/detail/86262176/Technician-Avionics-Integration-Engineering-III?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-10"
0,"","Audio Visual Infrastructure Engineer","Insight Global","Seattle, WA","","80K–120K a year",brightdata_google_jobs,https://www.theladders.com/job/audio-visual-infrastructure-engineer-insight-global-seattle-wa_82367811?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Lead Audio Visual Field Technician","EOS","Seattle, WA","","80K–110K a year",brightdata_google_jobs,https://www.energyjobline.com/job/lead-audio-visual-field-technician-seattle-28840421?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
0,"","Senior AV Service Technician","avisystems","Seattle, WA","","",brightdata_google_jobs,https://jobright.ai/jobs/info/698279e10a9e07331f8d8e86?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-03"
0,"","Audio Visual Field Service Technician","OfficePro","Seattle, WA","","45K–65K a year",brightdata_google_jobs,https://www.jobleads.com/us/job/audio-visual-field-service-technician-seattle-metro--seattle--ea26b92a6583d1104ece5a217e7959c0e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-13"
0,"","Onsite Audio Visual Support Technician","OfficePro","Seattle, WA","","50K–75K a year",brightdata_google_jobs,https://www.jobleads.com/us/job/onsite-audio-visual-support-technician-seattle-wa--seattle--e1677ae36291f7d0347190bfd8771c3d1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-13"
0,"","Audio Visual Integration Technician","CTI","Tukwila, WA","","45K–80K a year",brightdata_google_jobs,https://us.bebee.com/job/bcda04c14e98b92c43b7229757166a6a?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"","2026-02-20"
0,"","AV Programmer","Team LINX","Seattle, WA","","80K–120K a year",brightdata_google_jobs,https://www.jobtarget.com/jobs/jt-w878gkob0t/av-programmer-seattle-washington?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"",""
