score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
0,"","Media Manager","AbbVie","","Tier 1 — Prior Client","",career_page,https://careers.abbvie.com/en/job/media-manager-in-mettawa-il-jid-26635,"",""
0,"","Production Specialist (Network Hardware) - Greater China, Korea & India","Bloomberg","","Tier 2 — Finance","",career_page,https://bloomberg.avature.net/careers/JobDetail/Production-Specialist-Network-Hardware-Greater-China-Korea-India/18351,"",""
0,"","Tech & AV Support Technician","Shedd Aquarium","Chicago, Illinois","","$24 - $26 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=89d4b2033a88e03b,"","2026-04-03"
0,"","College Sports Systems Technician - Northwestern University","Hawk-Eye Innovations","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=d09246fa667084d8,"","2026-04-02"
0,"","Director, Engineering/IT","Marquee Sports Network","Chicago, Illinois","","$185,000 - $200,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=d8accae1d78bc63f,"","2026-04-02"
0,"","Tier 2 AV Field Technician - Chicago","EOS IT Solutions","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=cd1e2479c9b8e6c0,"","2026-04-02"
0,"","Assistant Audio Engineer Internship","Stonecutter Recording Studios","Chicago, Illinois","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=ff9ec8663df35903,"","2026-04-01"
0,"","Car Audio/Sales Technician","Chihuahua Tire Shop","Chicago, Illinois","","$25 - $30 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=7c60cfbb2d4d66f9,"","2026-04-01"
0,"","Broadcast Engineer","Bureau Gravity/TalkLab","Chicago, Illinois","","$25 - $35 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=0834587f52c20925,"","2026-03-30"
0,"","Senior Audio Video Technician","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=5547d67712604038,"","2026-04-05"
0,"","Sound Technician","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=d8f4677afb8a8d40,"","2026-04-02"
0,"","Interior Design / Architecture Intern","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=82db9e985386c92d,"","2026-04-02"
0,"","Salesperson / Project Specialist","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=f265e0d49509fd68,"","2026-04-02"
0,"","Experienced Behavior Technician","nan","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=bfeb7becb3226e25,"","2026-03-19"
0,"","Media Systems Engineer 5","Netflix","New York, New York","","$270,000 - $410,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=f22ce907c3007439,"","2026-04-03"
0,"","Audio Engineer","Ripe Studios, LLC","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=b0c467e7d4995bb4,"","2026-04-03"
0,"","Broadcast Systems Engineer","nan","New York, New York","","$110,000 - $120,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=77cde5ebae4998a7,"","2026-04-02"
0,"","Bridge Construction Inspector","nan","New York, New York","","$110,000 - $130,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=f00659f79b224ef8,"","2026-04-03"
0,"","College Sports Systems Technician - Rutgers University","Hawk-Eye Innovations","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=a008f7125ceb8831,"","2026-04-02"
0,"","AV Integration Technician","AUDIOCOM","New York, New York","","$24 - $36 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=11e9fd88dac56332,"","2026-04-02"
0,"","Entry-Level Broadcast AV Cabling Technician","Broadcast Integration Services","New York, New York","","$21 - $23 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=8e2eb7b4f7ab1996,"","2026-04-02"
0,"","Audio Network Operator and Podcast Production Operator","Fox Corporation","New York, New York","","$23 - $27 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=ffb1340c48745466,"","2026-04-02"
0,"","Audio Engineer - Adjunct Instructor","SAE Institute","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=0fbda646e7b1db27,"","2026-04-01"
0,"","Manager, Station Broadcasting","The E. W. Scripps Company","New York, New York","","$120,000 - $145,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=9abd778783466128,"","2026-04-01"
0,"","Low Voltage Technicians (Data, Electronic Security, Audio Visual, & Life Safety)","Wallace William LLC","New York, New York","","$18 - $30 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=cffeb32126b8fe4c,"","2026-04-01"
0,"","Audio Video Technician","Sound Insight","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=59c6085e9b4819f6,"","2026-03-31"
0,"","AV Technician","York Telecom Corporation","New York, New York","","$50,000 - $55,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=839bf3cd57156b7b,"","2026-03-31"
0,"","AV Technician","Yorktel","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=c25ffb80efc60482,"","2026-03-31"
0,"","Audio Video Technician / AV Installer","ynVISION","New York, New York","","$24 - $35 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=7ef9657f2bc1e91c,"","2026-03-31"
0,"","Production Staff","Third Street Music School","New York, New York","","$25 - $30 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=aa830820c86252d1,"","2026-03-31"
0,"","Onsite AV Technician","AVI-SPL","New York, New York","","$28 - $34 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=86191404b759067b,"","2026-03-30"
0,"","Audio Technician | Hersheypark","RWS Global","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=3ebd0d5bbcb78248,"","2026-03-30"
0,"","Stitcher","RWS Global","New York, New York","","",jobspy_indeed,https://www.indeed.com/viewjob?jk=d7bf5b788de8ca5a,"","2026-04-01"
0,"","Event Technician (Part Time Casual), Audio Visual - The Lodge at Sonoma","Encore Global","San Francisco, California","","$18 - $22 (hourly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=18b807c6bda0280b,"","2026-04-03"
0,"","Multimedia Arch Senior Frontend Engineer","TikTok","San Francisco, California","","$212,800 - $450,000 (yearly)",jobspy_indeed,https://www.indeed.com/viewjob?jk=1812d506c3af29f4,"","2026-04-03"
